path,tempo,zcr,mcentroid,stdcentroid,mrolloff,stdrolloff,mflatness,stdflatness,mloudness,stdloudness,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10
000853.mp3,0.4453845,-0.8679031,-0.78923726,-0.96949893,-0.7407783,-0.91463035,-0.82613134,-0.9684713,0.73687255,0.69969344,-0.2250855,-0.46532285,-0.6710919,-0.59768087,-0.58662665,-0.72340465,-0.98793596,-0.98824215,-0.99044615,-0.9882571
000993.mp3,0.28701043,-0.7602031,-0.5471629,-0.8920547,-0.37672728,-0.6778009,-0.24736392,-0.78419924,0.794721,0.7487159,0.6935172,0.18526518,0.20367384,0.17449582,0.09904611,0.06311822,-0.92438316,-0.92474544,-0.92547154,-0.92242724
001023.mp3,0.3361765,-0.8530918,-0.7505168,-0.95188177,-0.66516626,-0.88100225,-0.6365279,-0.89541095,0.7195648,0.6815338,0.09214413,-0.3701464,-0.43408084,-0.3935687,-0.27504694,-0.41157937,-0.9686834,-0.97021973,-0.9735537,-0.97204983
001045.mp3,0.06001556,-0.91918415,-0.8491105,-0.9323675,-0.8154432,-0.8456007,-0.87420607,-0.92044353,0.83730793,0.79721403,0.4742844,-0.2666769,-0.35599148,-0.3935519,-0.33646542,-0.3349126,-0.97050947,-0.97057253,-0.9691298,-0.97233963
001061.mp3,0.22349477,-0.6762138,-0.5574836,-0.92424005,-0.30417645,-0.84771115,-0.34419042,-0.84318423,0.74067247,0.7128676,0.40601075,0.11914408,0.09055185,0.09094834,0.11191881,0.08283913,-0.92134124,-0.92137957,-0.9220853,-0.9220055
001118.mp3,0.13987458,-0.7389831,-0.57743514,-0.9371312,-0.34950048,-0.8242443,-0.23279434,-0.8516046,0.87436604,0.7185352,0.5364839,0.12543607,0.045891643,0.08507502,0.24666786,0.14093018,-0.9276041,-0.92682034,-0.93555367,-0.93304276
001121.mp3,0.19892287,-0.80572903,-0.5567917,-0.9620607,-0.41398108,-0.83353204,-0.094373524,-0.92471695,0.88598835,0.7291355,0.22092724,-0.31615233,-0.25050163,-0.25787514,-0.3100953,-0.31038052,-0.9633687,-0.96330047,-0.96046996,-0.9618674
001155.mp3,-0.14586449,-0.8416119,-0.7416498,-0.9221248,-0.63786286,-0.79484975,-0.74569786,-0.870855,0.6289271,0.6560652,-0.18115038,-0.62506485,-0.3687054,-0.35501426,-0.4573369,-0.61675704,-0.9769594,-0.97939754,-0.9838301,-0.97546154
001162.mp3,0.3876257,-0.73114634,-0.5598887,-0.87892115,-0.3005525,-0.6944282,-0.20275491,-0.8000905,0.8479129,0.76273596,0.39072526,0.09560549,0.032833338,0.09084189,0.4183656,0.11206114,-0.9221624,-0.9244432,-0.9353048,-0.9323177
001193.mp3,0.14690304,-0.930552,-0.81235623,-0.92182755,-0.8747102,-0.8869548,-0.6716739,-0.8294524,0.73583674,0.7069237,-0.16574723,-0.21805,-0.16354173,-0.40590018,-0.091394186,-0.49438357,-0.9533158,-0.9637271,-0.97126806,-0.97588164
001201.mp3,0.22640157,-0.80235827,-0.6163677,-0.93045026,-0.48647863,-0.8093443,-0.2554158,-0.8572117,0.8610662,0.74380946,0.62382364,0.3398081,0.2566111,0.2067182,0.16725087,0.1164,-0.91754735,-0.917741,-0.9180376,-0.9188238
001289.mp3,0.25682092,-0.8458813,-0.66295636,-0.95269746,-0.57972777,-0.88814783,-0.38354522,-0.8992001,0.8017081,0.6581378,-0.10696769,-0.40078342,-0.32641476,-0.22034836,0.30058026,-0.27952385,-0.9419235,-0.9526795,-0.96544,-0.9605395
001485.mp3,0.2949531,-0.7997259,-0.5315935,-0.937435,-0.335384,-0.8132279,-0.010149598,-0.8857742,0.55194926,0.33284628,0.8131975,0.17227197,0.033787966,0.0133628845,0.09035611,0.10724437,-0.93855035,-0.9385165,-0.93680626,-0.9423604
001649.mp3,0.1886369,-0.79114324,-0.6383282,-0.93538946,-0.56629336,-0.8543971,-0.31730497,-0.81642973,0.830387,0.7297287,0.021741152,-0.20655483,-0.13584363,-0.0077604055,0.3940469,-0.14708638,-0.9311665,-0.938444,-0.95872945,-0.94641346
001685.mp3,0.21152413,-0.86056244,-0.728178,-0.9116162,-0.68802404,-0.82457745,-0.6228967,-0.80832493,0.6473199,0.65582395,-0.26028556,-0.59859324,-0.63903654,-0.68448746,-0.48492366,-0.7335792,-0.98427147,-0.9855614,-0.9883274,-0.9890522
001701.mp3,0.27669454,-0.84556055,-0.7424431,-0.92158216,-0.70277387,-0.8342246,-0.7109238,-0.86114407,0.6325005,0.63805795,-0.21201164,-0.60675204,-0.5854784,-0.3411473,-0.5619881,-0.6663221,-0.98091555,-0.9810644,-0.98639673,-0.97490853
001836.mp3,0.3980162,-0.7569714,-0.62387097,-0.8991771,-0.4254201,-0.7714577,-0.35096264,-0.766288,0.8870752,0.73852706,0.20261753,0.0138098,0.006013036,0.10482657,0.32763612,-0.00086838007,-0.9167752,-0.9210709,-0.9359255,-0.9241066
001926.mp3,0.23232687,-0.7753401,-0.6138829,-0.9024533,-0.42156172,-0.787544,-0.37983865,-0.81212604,0.78053594,0.68677723,-0.10459137,-0.43880916,-0.41764706,-0.29077917,0.077353,-0.5230786,-0.9557312,-0.9634541,-0.98043185,-0.9720906
001963.mp3,0.01881671,-0.8354544,-0.6491101,-0.85047007,-0.6312388,-0.6352842,-0.37673157,-0.7278069,0.5284543,0.504521,0.029525042,-0.33382088,-0.28047693,-0.2033974,-0.31964684,-0.38553172,-0.96555746,-0.9671472,-0.9688725,-0.9651874
003266.mp3,0.40201902,-0.88137436,-0.7418372,-0.85377103,-0.7781159,-0.7563218,-0.64216274,-0.78687304,0.44731057,0.40149117,0.5298394,-0.7269352,-0.5586058,-0.5514163,-0.5792278,-0.6993319,-0.9895467,-0.9875397,-0.99026406,-0.9844131
003463.mp3,0.47720873,-0.8520739,-0.7313733,-0.9306997,-0.6604171,-0.80434644,-0.6534246,-0.86174953,0.7962903,0.741312,0.018663526,-0.3177213,-0.32634765,-0.21175498,-0.17681772,-0.51986396,-0.96032417,-0.965475,-0.97668326,-0.9683136
003538.mp3,0.30711102,-0.8577999,-0.73304266,-0.82651615,-0.7035961,-0.73200476,-0.6681449,-0.78747594,0.49329388,0.48596263,-0.5264103,-0.7073598,-0.71378446,-0.66972566,-0.39658606,-0.744418,-0.9801492,-0.98630196,-0.9913267,-0.9891235
003832.mp3,0.31878603,-0.8944362,-0.7798393,-0.87135404,-0.7962601,-0.7982408,-0.7318281,-0.8151388,0.59137833,0.6397749,-0.25607246,-0.7530703,-0.7006955,-0.6491399,-0.4643718,-0.7270185,-0.9886684,-0.99044585,-0.9923802,-0.99125844
003895.mp3,0.38681448,-0.7415883,-0.639562,-0.89359367,-0.43089247,-0.74939287,-0.5495589,-0.8239267,0.67954624,0.6089858,-0.123217106,-0.5278789,-0.556411,-0.46674716,-0.2847799,-0.5913842,-0.97777724,-0.97428614,-0.9867615,-0.9805156
003975.mp3,0.41887617,-0.8534488,-0.6567112,-0.9309561,-0.6546234,-0.79585874,-0.32801503,-0.83514977,0.8504541,0.71129286,0.27445436,-0.04236847,-0.053790152,0.011951685,0.385211,0.06825793,-0.9271976,-0.93005955,-0.9404192,-0.93905365
004071.mp3,-0.044659734,-0.84701294,-0.646139,-0.8882506,-0.6759027,-0.71897143,-0.32408762,-0.7706992,0.72917986,0.6539346,0.2323296,-0.38335574,-0.34743166,-0.25914866,-0.26256585,-0.4699924,-0.9611484,-0.96407646,-0.97137755,-0.96453476
004125.mp3,0.42133045,-0.8572556,-0.6656522,-0.9246888,-0.70156455,-0.77901745,-0.31690538,-0.8545946,0.70409024,0.69363415,0.79075134,-0.09114009,-0.2061978,-0.27680957,-0.23422617,-0.1999703,-0.9609587,-0.9612582,-0.95939016,-0.96393925
004214.mp3,0.0070519447,-0.79456687,-0.6148492,-0.9073064,-0.481382,-0.74481654,-0.2935909,-0.80225134,0.7259561,0.6822642,0.69530475,-0.12517023,-0.1737243,-0.16668385,-0.080025494,-0.14283621,-0.9506786,-0.95128393,-0.9533777,-0.95394075
004445.mp3,0.5740503,-0.90337133,-0.8289774,-0.91883016,-0.7909774,-0.8474373,-0.810835,-0.8327699,0.47001362,0.4405768,-0.101967156,-0.47586226,-0.3704819,-0.35498536,0.15047193,-0.47566432,-0.9555762,-0.9606606,-0.9763043,-0.9732825
004508.mp3,0.061120033,-0.87974185,-0.6606157,-0.85500914,-0.7666242,-0.70682764,-0.46234423,-0.76045084,0.5654819,0.60794103,-0.16225797,-0.68420637,-0.68440294,-0.6981268,-0.73504984,-0.63711166,-0.99019694,-0.9909686,-0.99084145,-0.9896214
004522.mp3,-0.06660271,-0.9186062,-0.80694306,-0.92825896,-0.82629216,-0.86671597,-0.69437754,-0.84092516,0.7668458,0.732954,0.89500785,0.06787419,-0.13510549,-0.15165043,-0.113526285,-0.033237934,-0.9534394,-0.95311445,-0.9504369,-0.9552571
004537.mp3,0.7215264,-0.83935463,-0.66329986,-0.8496063,-0.64944875,-0.655388,-0.49150956,-0.70779693,0.3656026,0.41767633,0.45233953,-0.6089654,-0.68387556,-0.67798984,-0.63277423,-0.6577475,-0.9832725,-0.9834094,-0.983345,-0.98386526
004698.mp3,0.17883027,-0.87508625,-0.78299713,-0.895719,-0.7365425,-0.80018425,-0.7384167,-0.78231245,0.6615641,0.7269342,0.48416352,0.24444056,0.074643016,0.040131688,0.04550767,-0.027900934,-0.93154,-0.93399906,-0.9375756,-0.9363175
004739.mp3,0.15278149,-0.8430679,-0.7229439,-0.9241927,-0.61608887,-0.8539453,-0.6126667,-0.7769019,0.5599507,0.54329896,0.17901778,-0.3702516,-0.35270387,-0.3405586,-0.1990946,-0.34565842,-0.96515787,-0.9649765,-0.9705169,-0.9696787
004848.mp3,0.28204536,-0.8730347,-0.7285117,-0.7699108,-0.7239003,-0.56450045,-0.55269784,-0.6309158,0.463001,0.53291357,0.96423185,-0.085789084,-0.2270838,-0.2341829,-0.20922476,-0.2257067,-0.95936894,-0.9593964,-0.95918095,-0.9604138
005119.mp3,0.5729711,-0.8809502,-0.77309877,-0.8853518,-0.7335951,-0.7907952,-0.71996,-0.75578797,0.53293526,0.5147356,0.13096833,-0.35403568,-0.41168135,-0.31258214,-0.349851,-0.28500158,-0.96423876,-0.96300054,-0.96697974,-0.96389824
005141.mp3,0.18244159,-0.7610502,-0.6370059,-0.7880324,-0.3919868,-0.46081752,-0.6034977,-0.771354,0.6631392,0.68638647,-0.5824898,-0.7431801,-0.6808888,-0.5931015,-0.10014343,-0.7581764,-0.9778895,-0.9852119,-0.99210435,-0.98812497
005196.mp3,-0.0027093291,-0.6995994,-0.5841042,-0.92845273,-0.31786156,-0.85634637,-0.39780587,-0.8091953,0.67636657,0.58296275,0.4513389,0.27358294,0.10551429,0.091905236,0.17548132,0.006781459,-0.93004143,-0.9295202,-0.9344796,-0.93543744
005379.mp3,0.21576095,-0.9074521,-0.8173185,-0.9494939,-0.80545056,-0.88328964,-0.83081627,-0.9326052,0.72365785,0.70562434,-0.5674541,-0.7239989,-0.78747493,-0.6104115,-0.4141159,-0.72981066,-0.9803764,-0.98685974,-0.99380666,-0.9860592
005940.mp3,0.14773738,-0.89831305,-0.79586625,-0.8574933,-0.79528433,-0.74362135,-0.7328776,-0.77672106,0.6658044,0.65940976,0.20529282,-0.44717008,-0.41546124,-0.37233555,-0.28523082,-0.3517983,-0.9728173,-0.97384554,-0.97876793,-0.97478586
006329.mp3,0.3474965,-0.7911054,-0.6149632,-0.9154082,-0.41443735,-0.75113463,-0.43626088,-0.82600635,0.71710134,0.6574317,0.3899598,-0.22996432,-0.12922132,-0.12193352,-0.08733463,-0.29332864,-0.9439669,-0.9437796,-0.95538753,-0.9474644
006393.mp3,0.22239804,-0.6944374,-0.5359138,-0.9255847,-0.31934386,-0.793097,-0.19372445,-0.85779893,0.60987175,0.6305835,0.7881205,-0.018578112,-0.022390187,-0.029253364,-0.071875334,-0.098151445,-0.9365027,-0.9366347,-0.9396912,-0.93278635
006406.mp3,0.3620677,-0.84116936,-0.80132127,-0.94140625,-0.68228835,-0.88533014,-0.8489047,-0.8594637,0.5865563,0.53167284,-0.33333272,-0.5049789,-0.5730554,-0.47854483,-0.23939264,-0.68530726,-0.9737697,-0.97606176,-0.9875537,-0.97522706
006442.mp3,0.3429911,-0.8385558,-0.6583086,-0.85781974,-0.653067,-0.67487615,-0.38096792,-0.70209336,0.6371491,0.65162003,0.9228755,-0.14526087,-0.30252713,-0.30046505,-0.22885162,-0.2934916,-0.9654501,-0.96569204,-0.9665728,-0.96758014
006463.mp3,0.56718314,-0.8612552,-0.7157382,-0.87099105,-0.7062377,-0.73280215,-0.52657306,-0.76132953,0.73587835,0.7463342,-0.20832962,-0.40855122,-0.49133825,-0.3908959,-0.17668575,-0.51979816,-0.9696481,-0.9719973,-0.9793394,-0.9772578
006603.mp3,0.022802949,-0.73494065,-0.5662718,-0.81017214,-0.37649417,-0.56537926,-0.33119345,-0.72783744,0.6419027,0.6567017,0.66439164,0.03758645,-0.033565998,-0.01730442,0.004287243,-0.043364286,-0.93939716,-0.9397246,-0.9417592,-0.9398999
006735.mp3,0.26508987,-0.81700224,-0.6312895,-0.95323884,-0.4871142,-0.84618723,-0.36656368,-0.9125316,0.78457916,0.7251576,0.28655934,-0.25614017,-0.20473373,-0.1214385,0.19334257,-0.20328045,-0.9389935,-0.94695574,-0.95723987,-0.9478293
006785.mp3,0.31647837,-0.86589575,-0.7322285,-0.8583243,-0.7120003,-0.7294793,-0.7368542,-0.80206645,0.5877818,0.6769639,0.07491994,-0.6916245,-0.72294474,-0.6757436,-0.47327745,-0.65694094,-0.98319995,-0.984097,-0.98671234,-0.9850823
006802.mp3,0.48276603,-0.8518603,-0.7287804,-0.83504474,-0.67761844,-0.67516774,-0.6110532,-0.7683799,0.65427065,0.6736767,0.17037201,-0.29096377,-0.12962282,-0.2314055,-0.13430953,-0.37555957,-0.943023,-0.94951236,-0.95859194,-0.9539138
007483.mp3,-0.056180358,-0.7811869,-0.621619,-0.77347267,-0.53100866,-0.5605571,-0.3949911,-0.7031127,0.7587149,0.7570597,0.5146011,0.08174431,0.031751156,0.033342123,0.021000862,-0.016975343,-0.93516874,-0.93562996,-0.93589765,-0.93688244
007528.mp3,0.68460524,-0.7594806,-0.51063895,-0.8243814,-0.39312994,-0.5257348,-0.15448701,-0.7218401,0.74566376,0.71603703,0.14052904,-0.26047522,-0.27193826,-0.2841183,-0.20955223,-0.3130476,-0.95973885,-0.9599997,-0.96116114,-0.9622977
007709.mp3,0.25816572,-0.8914134,-0.7732014,-0.9152479,-0.76100755,-0.850914,-0.6792079,-0.7838437,0.42935944,0.4232279,-0.30332732,-0.55410326,-0.5976164,-0.4652912,-0.29293144,-0.61646485,-0.97979844,-0.9708516,-0.98600733,-0.98175454
007875.mp3,0.04829061,-0.8604263,-0.7042757,-0.8798901,-0.68573743,-0.7343244,-0.4792289,-0.7578452,0.7238381,0.70936716,0.57223654,-0.16175711,-0.22763175,-0.17136002,0.04355383,-0.10354823,-0.95158637,-0.952921,-0.9564489,-0.9547803
008064.mp3,0.27386558,-0.80869764,-0.5938934,-0.90876424,-0.48570776,-0.7291614,-0.17922837,-0.8020373,0.6181488,0.5709269,0.74359834,-0.06923795,-0.08366209,0.029892445,0.14897847,0.07895291,-0.9365487,-0.9379412,-0.9435846,-0.9365111
008531.mp3,-0.17785972,-0.7687617,-0.58879197,-0.9242433,-0.43151134,-0.79429334,-0.325109,-0.82680476,0.7932664,0.69186616,-0.75615203,-0.86511,-0.88699955,-0.88877636,-0.8495668,-0.8492146,-0.9952992,-0.9957102,-0.9959484,-0.9965164
008582.mp3,0.116821766,-0.77984035,-0.5716423,-0.88997364,-0.44307816,-0.69214845,-0.15571666,-0.78225964,0.61455786,0.559003,0.6121317,0.21085393,0.17491663,0.15014589,0.18133426,0.16239977,-0.9197157,-0.92070735,-0.9203828,-0.92275894
008920.mp3,0.1594621,-0.73032933,-0.56526244,-0.88541895,-0.44266212,-0.7189959,-0.2217654,-0.75651306,0.8354784,0.76022184,0.4635992,-0.05217725,-0.06827074,-0.040794075,-0.051121294,-0.09675801,-0.9406083,-0.9421406,-0.94328547,-0.94290704
009512.mp3,0.74821985,-0.8837884,-0.7764187,-0.9233557,-0.7628115,-0.89180124,-0.6577982,-0.8280575,0.75278425,0.6864482,-0.11677909,-0.52375394,-0.3898393,-0.47803497,-0.22432166,-0.4174577,-0.967717,-0.9733107,-0.9758098,-0.9809497
010006.mp3,0.37486672,-0.88028455,-0.77007824,-0.92750555,-0.7328868,-0.8342114,-0.6458789,-0.82627714,0.6779971,0.6621928,-0.2784353,-0.56402934,-0.5392127,-0.30210298,-0.39671892,-0.55965877,-0.9681895,-0.9776757,-0.9822561,-0.97403806
010374.mp3,0.2057674,-0.9420712,-0.8551472,-0.96104586,-0.8980384,-0.9189269,-0.888538,-0.9542545,0.7920376,0.76422954,0.56907165,0.16280138,0.21765935,0.27626657,0.27091253,0.25920653,-0.9099679,-0.91052854,-0.9126375,-0.9028005
010449.mp3,0.17359257,-0.87710446,-0.8209945,-0.9635684,-0.7569678,-0.9312642,-0.89394265,-0.9827988,0.7963582,0.7191956,-0.59120417,-0.7970135,-0.7570007,-0.7199266,-0.2866187,-0.7581064,-0.9837036,-0.986915,-0.98999405,-0.98872584
010697.mp3,0.86001956,-0.8855916,-0.81182075,-0.79550135,-0.7523089,-0.6181117,-0.70897967,-0.59603703,0.7548921,0.76717985,0.4079045,-0.17908889,-0.21322143,-0.21159297,-0.1556179,-0.3080867,-0.9577429,-0.9560419,-0.9617523,-0.95790637
010739.mp3,0.25786877,-0.8988905,-0.773311,-0.86113185,-0.79461336,-0.7786088,-0.6249914,-0.7530487,0.5202067,0.5204729,0.22370315,-0.4168449,-0.47202426,-0.41116542,-0.45389938,-0.52421,-0.97212684,-0.9716161,-0.97579134,-0.96868503
010885.mp3,0.57578087,-0.81762344,-0.6312068,-0.9062774,-0.5319897,-0.74919033,-0.33714575,-0.8126156,0.74665034,0.7039497,0.23995137,-0.44102752,-0.43799663,-0.40308338,-0.2589069,-0.48227686,-0.97216123,-0.9718991,-0.97803646,-0.9732765
010970.mp3,0.42483056,-0.82739586,-0.70850253,-0.89698035,-0.6491903,-0.7446678,-0.63093954,-0.82109106,0.73031867,0.6491879,-0.10686028,-0.40778893,-0.45626277,-0.438591,-0.08416802,-0.49927652,-0.9661979,-0.97090197,-0.9789803,-0.97740865
010971.mp3,0.16979158,-0.8742541,-0.7622494,-0.91682667,-0.73719275,-0.81916034,-0.6572808,-0.85027957,0.755944,0.67849374,0.20739818,-0.21984881,-0.27489662,-0.32786334,-0.13892436,-0.36222202,-0.9635079,-0.9644782,-0.96875924,-0.9694303
011198.mp3,0.5132489,-0.65289015,-0.540365,-0.9279759,-0.41580522,-0.78594196,-0.3326779,-0.8188546,0.5219177,0.47356296,0.49743605,-0.10977197,-0.26467568,-0.3925479,-0.30275434,-0.40092802,-0.97022605,-0.9699453,-0.9687281,-0.97505933
011199.mp3,0.18701386,-0.80338407,-0.6344105,-0.81945115,-0.57106864,-0.6092286,-0.3894453,-0.7175125,0.51172507,0.45985138,0.12947178,-0.19896686,-0.0656237,0.08831501,0.0716511,-0.29076517,-0.93342257,-0.9410891,-0.9576333,-0.9473908
011200.mp3,0.022752881,-0.8279007,-0.61384666,-0.8416888,-0.63975847,-0.60987544,-0.33823925,-0.71769,0.42613912,0.41037703,-0.21622008,-0.1352824,-0.28463638,-0.31339782,0.005818963,-0.44894177,-0.9486149,-0.9557492,-0.96805763,-0.9658915
011209.mp3,0.049168587,-0.88932824,-0.78240085,-0.9106796,-0.7845265,-0.82502115,-0.69886476,-0.8777196,0.7475015,0.6628325,0.22385848,-0.26868922,-0.30442524,-0.28249133,-0.16189706,-0.4122246,-0.9629185,-0.9641153,-0.9709021,-0.96615535
011259.mp3,0.29349267,-0.87706935,-0.78764784,-0.88389444,-0.78389835,-0.7968872,-0.76865447,-0.8010157,0.76178825,0.7116579,-0.25424576,-0.61677146,-0.6139697,-0.47622102,-0.12372941,-0.5165733,-0.97821206,-0.9810075,-0.98767143,-0.98435307
011375.mp3,0.09901619,-0.8878318,-0.84403104,-0.9695245,-0.79938424,-0.9266876,-0.94089913,-0.96843123,0.4646052,0.5235319,-0.7348757,-0.8193949,-0.6821533,-0.8599169,-0.7652877,-0.7930842,-0.9948887,-0.9927412,-0.9898126,-0.9972855
011633.mp3,0.07990551,-0.66451836,-0.4673344,-0.88549995,-0.12269586,-0.71034783,-0.04361391,-0.7968671,0.852574,0.74630094,0.24564981,0.039791584,0.037290454,0.070257664,0.4572332,0.06872594,-0.91593415,-0.92165685,-0.9347582,-0.93125564
011640.mp3,0.2077266,-0.6912873,-0.6002308,-0.94749165,-0.3408693,-0.88577884,-0.45695,-0.87483287,0.82338786,0.6783503,0.4020691,0.12770557,0.16020536,0.14254987,0.2570318,0.06804013,-0.91836995,-0.920009,-0.92757833,-0.92609507
011663.mp3,0.38999438,-0.87443566,-0.6688911,-0.90658444,-0.7315173,-0.78438646,-0.3562767,-0.7967457,0.68625486,0.6116265,0.16290104,0.025688887,-0.085781634,-0.061505914,0.080971,-0.25432092,-0.9446458,-0.9460245,-0.95749956,-0.9534893
011679.mp3,0.17995715,-0.85011184,-0.61326283,-0.86272216,-0.6360856,-0.62202764,-0.2951746,-0.7489167,0.78417456,0.74669933,0.050387025,-0.43145573,-0.49197292,-0.42900205,-0.22351635,-0.48028255,-0.97225296,-0.9719391,-0.9773295,-0.97298795
011748.mp3,0.24231231,-0.83779854,-0.7159882,-0.95199865,-0.7211211,-0.95250595,-0.48395902,-0.87938344,0.35277367,0.42131042,-0.5675372,-0.63513756,-0.20726454,-0.35757738,-0.45400292,-0.57407737,-0.9662681,-0.97401565,-0.981546,-0.9809497
011774.mp3,-0.06830174,-0.88204247,-0.67694867,-0.8236932,-0.69831055,-0.6414707,-0.40202802,-0.63929343,0.76327145,0.72266626,0.076563,-0.27524728,-0.32335454,-0.38004315,-0.373945,-0.46610737,-0.96384275,-0.96453744,-0.96782714,-0.9692571
011819.mp3,-0.09535712,-0.8581867,-0.66508245,-0.796581,-0.655947,-0.5570266,-0.39955896,-0.6782786,0.79773283,0.7632656,0.21369529,-0.019094229,-0.0035400987,0.0097231865,0.122298,-0.04566312,-0.92709756,-0.9283646,-0.9382266,-0.9324251
011868.mp3,-0.013124168,-0.78000075,-0.5967611,-0.77565265,-0.50471437,-0.5047879,-0.32925624,-0.6790296,0.83367586,0.80434823,0.54551315,-0.0352723,-0.12018585,-0.075166225,0.014297843,-0.08242005,-0.9420391,-0.9433964,-0.94790363,-0.94489896
011885.mp3,-0.120055795,-0.787892,-0.52663654,-0.7795117,-0.5002889,-0.42993528,-0.19462883,-0.66917914,0.8068731,0.7487668,0.73037374,-0.08349419,-0.13077533,-0.06009108,-0.06052172,-0.12422657,-0.9432367,-0.9458976,-0.9511192,-0.94310707
011921.mp3,0.19366252,-0.8412903,-0.65717053,-0.8299091,-0.67174,-0.6072792,-0.40565062,-0.72404814,0.6360346,0.599486,0.6575762,-0.1711694,-0.29845566,-0.31929338,-0.24063879,-0.24020374,-0.9640023,-0.9645027,-0.96533346,-0.96662307
011957.mp3,0.43404913,-0.8120291,-0.5952811,-0.8595816,-0.61403584,-0.6305208,-0.3005041,-0.77172345,0.6609019,0.68247557,0.40709388,-0.4013065,-0.27580678,-0.41503704,-0.36513108,-0.4795103,-0.97567445,-0.97609437,-0.9772927,-0.976379
012194.mp3,-0.08429265,-0.73008424,-0.50417465,-0.8507316,-0.30347443,-0.55788827,-0.045803547,-0.74596715,0.57533824,0.5686548,0.7088164,-0.025020361,-0.09924734,-0.108174145,-0.0735687,-0.12606347,-0.9458501,-0.94821525,-0.94912237,-0.9490228
012374.mp3,0.01084733,-0.87959164,-0.71768737,-0.84544384,-0.71398175,-0.6631398,-0.47983283,-0.69058216,0.550532,0.53859866,-0.04967475,-0.3578629,-0.3505594,-0.37432057,-0.29246676,-0.3767795,-0.964893,-0.96382076,-0.9636757,-0.9686741
012376.mp3,0.18564475,-0.69938326,-0.5082689,-0.82798326,-0.280963,-0.57556593,-0.10877818,-0.7173191,0.603847,0.5739863,0.34665036,-0.15447515,-0.22603363,-0.13239712,0.22098958,-0.14322144,-0.9464042,-0.9476128,-0.9583061,-0.95296127
012381.mp3,-0.08099264,-0.62509227,-0.44247478,-0.8472595,-0.14134175,-0.55876726,-0.043204963,-0.69722366,0.56785953,0.52962255,0.19100654,-0.17765105,-0.19678515,-0.1487056,0.15172756,-0.24096966,-0.9445583,-0.9368228,-0.9562096,-0.94926316
